Client_Num,Customer_Age,Gender,Dependent_Count,Education_Level,Marital_Status,state_cd,Zipcode,Car_Owner,House_Owner,Personal_loan,contact,Customer_Job,Income,Cust_Satisfaction_Score
710845308,46,F,2,Graduate,Married,CA,90250,yes,yes,no,unknown,Businessman,188604.00,2
710849208,55,M,2,Graduate,Single,CA,90250,no,no,no,unknown,Businessman,182376.00,1
710850633,53,F,3,Graduate,Single,NY,91750,no,yes,no,cellular,Blue-collar,36377.00,1
710853033,50,M,3,High School,Single,NY,91750,yes,no,no,cellular,Businessman,47870.00,2
710854008,50,F,2,Uneducated,Single,TX,91750,no,yes,no,cellular,Retirees,44796.00,1
710855508,46,F,2,Graduate,Married,NY,91750,no,yes,no,cellular,Businessman,57903.00,3
710856558,36,M,2,High School,Single,IA,91750,no,no,no,unknown,White-collar,148757.00,1
710858658,30,F,0,High School,Married,FL,91750,yes,no,no,cellular,Businessman,196761.00,1
710862258,37,M,1,High School,Single,CA,91750,no,no,no,cellular,White-collar,78245.00,1
710863308,59,M,2,High School,Married,NY,91750,no,yes,no,cellular,Selfemployeed,47762.00,3
710864358,45,M,1,Graduate,Married,TX,91750,yes,no,no,cellular,Businessman,92180.00,1
710865633,40,F,3,Graduate,Single,CA,91750,no,yes,no,cellular,Selfemployeed,11594.00,2
710866758,37,F,2,Graduate,Single,CA,91750,yes,yes,yes,cellular,Selfemployeed,49610.00,1
710869008,37,M,5,Post-Graduate,Married,FL,91750,yes,no,no,cellular,Blue-collar,93417.00,1
710871108,48,M,4,Graduate,Single,TX,91750,yes,yes,no,cellular,Retirees,77077.00,1
710872233,44,F,4,Graduate,Married,FL,91750,no,no,no,unknown,Businessman,24764.00,1
710873583,44,F,5,Doctorate,Single,FL,91750,no,yes,no,cellular,Businessman,155870.00,2
710874933,53,F,1,Doctorate,Married,NJ,91750,no,yes,no,cellular,Blue-collar,22514.00,3
710877108,59,F,2,High School,Married,CA,91750,no,yes,no,cellular,White-collar,52453.00,1
710878308,45,M,3,Graduate,Single,TX,91750,yes,yes,yes,cellular,Govt,102550.00,1
710879283,55,M,3,Graduate,Single,NY,91750,no,no,no,cellular,Businessman,57220.00,2
710881008,44,M,3,Uneducated,Single,NY,91750,yes,no,no,cellular,Govt,50766.00,1
710883483,43,M,3,High School,Married,NJ,91750,no,no,yes,telephone,Govt,73199.00,3
710884683,40,F,4,Graduate,Married,CA,91750,no,no,no,cellular,White-collar,45579.00,2
710888883,60,M,1,Uneducated,Married,NJ,91750,yes,no,no,cellular,White-collar,79755.00,3
710892408,35,F,1,High School,Unknown,TX,91750,no,no,yes,unknown,Selfemployeed,14975.00,1
710893533,61,F,1,Unknown,Married,NY,91750,yes,no,yes,cellular,Selfemployeed,14975.00,2
710895708,45,M,4,Graduate,Single,NY,91750,yes,no,no,cellular,Govt,107030.00,1
710897133,55,M,1,Graduate,Married,NJ,91750,no,no,no,cellular,Blue-collar,63909.00,3
710899833,44,F,2,Graduate,Unknown,NY,91750,no,no,yes,unknown,Selfemployeed,1250.00,1
710903358,46,F,1,Graduate,Single,TX,91750,no,yes,no,cellular,Retirees,40886.00,2
710904708,50,F,1,Unknown,Single,TX,91750,no,yes,no,cellular,Businessman,196680.00,2
710905908,42,F,3,Graduate,Married,CA,91750,no,no,no,telephone,White-collar,18856.00,3
710912733,54,M,2,Post-Graduate,Single,CA,91750,yes,no,no,cellular,Blue-collar,69894.00,1
710914158,38,M,2,Graduate,Single,TX,91750,no,yes,no,cellular,Govt,60709.00,1
710915358,44,F,4,Graduate,Married,NJ,91750,no,no,yes,unknown,White-collar,35673.00,1
710916408,49,F,3,Graduate,Married,NY,91750,no,yes,no,cellular,Selfemployeed,12150.00,3
710923533,44,F,3,Unknown,Single,CA,90277,no,no,no,cellular,Businessman,219755.00,2
710924658,54,M,2,High School,Married,NY,91750,no,yes,no,cellular,White-collar,118755.00,1
710926383,63,M,1,Graduate,Single,FL,91750,yes,no,no,cellular,Selfemployeed,68254.00,2
710927733,27,F,0,Graduate,Single,CA,91750,no,yes,yes,cellular,Selfemployeed,14975.00,2
710929233,37,M,2,Unknown,Single,FL,91750,no,no,no,cellular,Govt,55344.00,3
710930508,47,F,2,Uneducated,Single,TX,91750,no,no,no,unknown,Selfemployeed,12180.00,1
710932683,50,F,4,Unknown,Married,FL,91750,no,no,no,telephone,White-collar,37709.00,2
710934033,47,F,1,Unknown,Single,CA,91750,no,no,no,cellular,Businessman,22858.00,1
710937783,31,M,2,Unknown,Unknown,TX,91750,no,no,no,cellular,Businessman,97871.00,3
710939283,43,M,5,Graduate,Married,NY,91750,no,yes,no,cellular,Businessman,228657.00,1
710940183,51,F,1,Graduate,Married,NY,91750,yes,no,no,unknown,Selfemployeed,1250.00,3
710942358,51,F,2,Graduate,Single,CA,91750,no,yes,no,cellular,White-collar,42610.00,1
710944608,47,F,1,Unknown,Single,TX,91750,yes,no,no,cellular,Selfemployeed,13530.00,1
710947683,55,F,1,High School,Single,IL,91750,no,yes,no,cellular,Blue-collar,13647.00,2
710951808,42,F,3,Graduate,Unknown,CA,91750,no,yes,no,cellular,Selfemployeed,14975.00,2
710952933,54,F,1,Graduate,Married,TX,91750,no,no,no,unknown,Blue-collar,54316.00,2
710955633,42,F,2,Graduate,Single,CA,91750,no,yes,no,cellular,Selfemployeed,14219.00,2
710958033,49,F,3,Post-Graduate,Married,NJ,91750,no,no,no,telephone,Govt,49631.00,3
710958933,51,M,3,Uneducated,Married,TX,91750,yes,yes,no,cellular,White-collar,82175.00,1
710962308,50,M,3,Graduate,Unknown,TX,91750,yes,yes,no,telephone,Govt,79812.00,2
710966433,51,F,2,Graduate,Single,NY,91750,yes,yes,no,cellular,Blue-collar,42195.00,2
710968008,38,M,2,Graduate,Single,FL,91750,no,no,no,cellular,Businessman,161541.00,3
710969433,29,M,0,High School,Single,NY,91750,yes,yes,yes,telephone,Blue-collar,54429.00,2
710971908,46,M,2,Graduate,Single,FL,91750,no,no,no,cellular,Selfemployeed,84458.00,3
710974308,48,M,5,Graduate,Married,TX,91750,no,no,no,cellular,Govt,39112.00,3
710975883,32,F,0,Uneducated,Married,CA,91750,no,no,no,cellular,Selfemployeed,14975.00,2
710978058,47,M,2,High School,Unknown,NJ,91750,no,no,no,telephone,Govt,72644.00,2
710979033,54,F,0,High School,Married,NJ,91750,no,no,no,cellular,Govt,34379.00,3
710980383,36,M,4,Graduate,Single,FL,91750,yes,yes,yes,cellular,Blue-collar,100955.00,1
710981583,38,M,1,High School,Married,CA,91750,no,yes,no,cellular,Govt,94246.00,3
710982858,44,F,5,Graduate,Married,TX,91750,no,yes,no,cellular,Govt,32978.00,1
710984133,39,M,2,Post-Graduate,Married,NY,91750,yes,yes,no,cellular,Businessman,72849.00,2
710986758,32,F,3,Post-Graduate,Married,TX,91750,no,no,no,cellular,Retirees,44556.00,3
710989008,39,F,1,Graduate,Married,NJ,91750,yes,no,no,unknown,Blue-collar,35480.00,2
710990283,46,F,3,Unknown,Unknown,NY,91750,no,no,no,unknown,Businessman,16747.00,2
710997183,58,F,0,Unknown,Unknown,FL,91750,no,no,no,cellular,Blue-collar,13479.00,1
711000933,43,F,3,Graduate,Married,TX,91750,no,no,no,cellular,Businessman,41075.00,2
711002058,52,M,0,Graduate,Single,CA,91750,yes,yes,no,cellular,White-collar,103714.00,1
711003483,43,F,4,High School,Married,CA,91007,yes,yes,no,telephone,Businessman,201176.00,1
711004533,51,M,2,High School,Married,FL,91750,yes,no,no,telephone,Businessman,60304.00,1
711005583,47,M,4,Uneducated,Married,NY,91750,no,no,yes,cellular,Businessman,93592.00,3
711006783,54,F,3,Graduate,Married,CA,91750,no,yes,no,unknown,Selfemployeed,9535.00,1
711008508,37,M,3,Graduate,Married,NJ,91750,no,yes,no,cellular,Businessman,139871.00,3
711009708,53,F,0,High School,Single,TX,91750,no,no,no,cellular,Blue-collar,12202.00,2
711010683,53,M,2,Graduate,Single,CA,91307,no,no,no,cellular,White-collar,122187.00,3
711011508,44,F,4,Graduate,Married,CA,91750,no,no,no,cellular,Blue-collar,59912.00,1
711012783,48,F,3,High School,Single,CA,91750,no,no,no,unknown,Selfemployeed,21068.00,2
711013983,57,F,4,Doctorate,Married,MI,91750,yes,no,no,cellular,Selfemployeed,1250.00,2
711017433,41,M,5,Graduate,Married,FL,91750,no,yes,no,cellular,Retirees,61280.00,3
711019308,52,F,5,Unknown,Single,NY,91750,no,yes,no,cellular,Selfemployeed,14975.00,3
711020358,40,M,3,Unknown,Married,TX,91750,yes,no,yes,cellular,Businessman,62397.00,2
711023508,50,F,3,Uneducated,Unknown,CA,91750,yes,yes,yes,cellular,Selfemployeed,14975.00,2
711027183,45,M,3,Graduate,Single,FL,91750,no,no,no,unknown,Businessman,86860.00,2
711028308,51,F,2,High School,Married,TX,91750,no,no,no,cellular,Blue-collar,14785.00,3
711029358,51,M,2,Unknown,Single,CA,91750,no,yes,no,telephone,Govt,89861.00,3
711032058,42,F,4,Unknown,Single,TX,91750,no,yes,no,cellular,Selfemployeed,33381.00,3
711033408,46,F,2,Unknown,Married,CA,91750,no,no,no,cellular,Selfemployeed,10399.00,3
711039633,61,M,1,Graduate,Unknown,NY,91750,yes,no,no,telephone,Businessman,72661.00,3
711040758,42,F,3,Graduate,Married,CA,91750,no,no,no,cellular,Govt,34162.00,2
711041508,41,F,3,Graduate,Married,CA,91750,yes,no,no,cellular,Govt,30945.00,2
711043983,55,F,2,High School,Married,NJ,91750,yes,yes,no,telephone,Blue-collar,35844.00,3
711046383,39,F,3,Graduate,Single,TX,91750,no,no,no,unknown,Retirees,38584.00,3
711047658,30,M,0,Graduate,Married,NJ,91750,no,yes,no,cellular,Retirees,77774.00,2
711048783,38,F,2,Graduate,Married,NY,91750,yes,yes,no,cellular,Selfemployeed,12150.00,2
711050058,44,F,4,High School,Unknown,FL,91750,no,yes,no,cellular,Selfemployeed,14975.00,2
711052308,57,M,0,Doctorate,Married,FL,91750,no,no,no,cellular,Govt,63176.00,3
711061908,60,F,1,Uneducated,Single,CA,91750,no,yes,no,cellular,Retirees,48340.00,2
711062958,48,F,2,Unknown,Married,CA,91750,no,no,no,cellular,Businessman,37653.00,3
711064008,49,F,3,Post-Graduate,Married,FL,91750,yes,no,no,unknown,Selfemployeed,39370.00,3
711065133,37,F,2,High School,Single,CA,91750,yes,yes,no,unknown,Selfemployeed,21500.00,2
711067383,57,F,2,Unknown,Married,TX,91750,no,yes,no,cellular,Blue-collar,52360.00,2
711069483,39,M,3,Graduate,Single,TX,91750,no,yes,no,cellular,Retirees,83299.00,2
711070683,23,M,3,Unknown,Unknown,TX,91750,no,no,yes,unknown,Businessman,145541.00,2
711076533,46,F,4,Graduate,Married,TX,91750,no,yes,yes,cellular,Businessman,37346.00,3
711079308,45,F,3,High School,Unknown,CA,91750,no,yes,no,cellular,White-collar,17730.00,2
711080358,46,F,4,Graduate,Married,NY,91750,no,yes,no,cellular,Blue-collar,39954.00,2
711082908,53,M,1,Unknown,Married,FL,91750,no,no,no,cellular,Businessman,113871.00,2
711084183,50,M,3,Graduate,Single,TX,91750,no,yes,yes,telephone,Govt,112083.00,3
711089733,50,F,1,Unknown,Single,CA,91750,no,no,no,cellular,Selfemployeed,5525.00,2
711092658,50,F,2,Uneducated,Single,NY,91750,no,no,no,unknown,Govt,33076.00,2
711093408,42,M,5,Unknown,Married,CA,91750,no,no,no,cellular,Businessman,79526.00,2
711096633,45,M,4,High School,Single,MI,91750,yes,no,no,cellular,Businessman,115281.00,2
711099408,47,M,4,Uneducated,Married,CA,91750,no,no,no,cellular,Businessman,72981.00,2
711100608,50,F,1,Graduate,Single,CA,91750,yes,yes,no,cellular,White-collar,30012.00,3
711102858,42,F,2,High School,Married,CA,91750,no,yes,no,cellular,Selfemployeed,14975.00,2
711108408,36,M,0,High School,Married,NY,91750,no,no,no,cellular,Businessman,157703.00,2
711109908,42,F,3,Doctorate,Single,FL,91750,no,no,no,cellular,Govt,13289.00,2
711110733,37,F,4,Unknown,Single,FL,91750,yes,yes,yes,cellular,Blue-collar,36639.00,3
711111633,35,F,1,Doctorate,Single,FL,91750,no,yes,no,cellular,White-collar,43526.00,2
711112683,44,F,2,High School,Single,CA,91750,no,no,no,cellular,Selfemployeed,14975.00,3
711113958,48,F,2,Graduate,Single,CA,91750,no,yes,no,cellular,Selfemployeed,14975.00,3
711116133,65,F,0,Uneducated,Single,CA,91750,no,no,no,cellular,Retirees,27953.00,3
711117108,43,M,3,Post-Graduate,Single,CA,91750,no,no,no,cellular,White-collar,45237.00,2
711118083,32,M,0,Uneducated,Single,CA,91750,no,no,no,cellular,Selfemployeed,65672.00,2
711119358,49,F,3,Uneducated,Married,TX,91750,yes,yes,no,cellular,White-collar,27927.00,3
711120333,40,F,4,Post-Graduate,Single,CA,91750,yes,no,no,cellular,Govt,56264.00,3
711122958,49,F,3,Unknown,Married,NY,91750,no,yes,no,cellular,Retirees,21570.00,3
711125358,50,M,0,Unknown,Married,CA,91750,yes,yes,no,cellular,Retirees,79016.00,2
711126483,38,M,1,Graduate,Married,CA,91750,yes,no,no,cellular,Businessman,94255.00,2
711128433,34,M,2,Graduate,Married,NY,91750,no,no,no,cellular,Blue-collar,106491.00,2
711129483,45,M,2,Graduate,Single,NY,91750,no,no,no,cellular,Blue-collar,37504.00,2
711131958,47,M,1,Post-Graduate,Single,NY,91750,no,no,no,cellular,White-collar,71398.00,2
711136008,35,M,3,Post-Graduate,Unknown,FL,91750,no,yes,no,cellular,Govt,105785.00,2
711142308,54,F,2,Graduate,Married,NY,91750,no,no,no,unknown,Govt,29988.00,2
711144183,43,F,1,Graduate,Single,CA,91750,yes,no,no,telephone,Govt,30856.00,2
711145008,31,F,1,Post-Graduate,Single,TX,91750,yes,no,no,cellular,Selfemployeed,11925.00,2
711146358,26,F,0,Post-Graduate,Single,FL,91750,no,yes,no,cellular,Blue-collar,15309.00,2
711147483,41,F,3,High School,Married,NY,91750,no,yes,no,unknown,Selfemployeed,6550.00,2
711148308,47,F,3,Graduate,Married,NY,91750,yes,no,no,cellular,Blue-collar,52556.00,2
711149133,45,M,3,High School,Unknown,TX,91750,yes,no,no,cellular,White-collar,116604.00,3
711150333,36,F,1,Graduate,Married,TX,91750,yes,yes,yes,cellular,Govt,33043.00,3
711151383,64,F,0,Graduate,Single,FL,91750,yes,yes,no,unknown,Businessman,22680.00,2
711152658,54,M,0,High School,Married,NY,91750,no,yes,yes,unknown,Selfemployeed,102257.00,3
711153783,37,M,1,Graduate,Single,CA,91750,no,no,no,cellular,White-collar,52547.00,2
711154908,40,M,1,Graduate,Married,CT,91750,yes,yes,no,cellular,Govt,57670.00,2
711156858,57,M,2,Uneducated,Single,NY,91750,yes,yes,no,cellular,Govt,119134.00,2
711157833,50,F,4,Doctorate,Single,CA,91750,no,no,no,cellular,Selfemployeed,14975.00,2
711159108,36,F,0,Graduate,Unknown,TX,91750,yes,yes,yes,unknown,Selfemployeed,5225.00,2
711160233,47,F,2,Uneducated,Single,TX,91750,yes,yes,no,cellular,Businessman,173452.00,3
711161133,40,M,5,Unknown,Unknown,FL,91750,no,yes,yes,cellular,White-collar,118623.00,3
711164508,44,F,3,Graduate,Single,TX,91750,yes,yes,no,cellular,Retirees,45711.00,1
711167808,51,M,1,High School,Single,TX,91750,no,yes,no,telephone,White-collar,78985.00,3
711173058,47,F,3,High School,Married,CA,91750,yes,yes,no,unknown,Blue-collar,13373.00,3
711173883,46,F,4,High School,Single,NJ,91750,no,no,no,telephone,Selfemployeed,28932.00,2
711175083,37,F,2,Unknown,Married,FL,91750,yes,yes,no,cellular,Selfemployeed,34142.00,3
711176133,33,F,3,High School,Married,FL,91750,no,yes,no,cellular,Selfemployeed,36712.00,2
711178383,45,F,4,Graduate,Married,CA,91750,no,no,no,cellular,White-collar,51779.00,3
711181608,39,F,2,High School,Single,IA,91750,no,yes,no,cellular,Govt,51116.00,3
711183558,51,M,2,Uneducated,Married,TX,91750,no,yes,no,cellular,Blue-collar,115554.00,2
711184983,41,F,2,Graduate,Married,TX,91750,no,yes,no,cellular,White-collar,43433.00,2
711190233,43,M,5,Graduate,Single,MN,91750,yes,no,no,cellular,White-collar,142301.00,2
711191808,55,F,2,Graduate,Single,NY,91750,yes,no,yes,cellular,Govt,55458.00,1
711195558,53,F,4,Graduate,Married,FL,91750,no,yes,no,cellular,Selfemployeed,11500.00,3
711196458,45,F,2,Graduate,Married,TX,91750,no,yes,no,unknown,Selfemployeed,17895.00,2
711197658,37,M,1,High School,Married,FL,91750,no,yes,no,cellular,Selfemployeed,53376.00,1
711199008,43,F,4,Uneducated,Married,NY,91750,yes,no,no,cellular,Selfemployeed,26729.00,3
711199908,44,F,3,Uneducated,Single,FL,91750,yes,no,no,cellular,Selfemployeed,34447.00,2
711201108,43,F,2,Uneducated,Married,NY,91750,yes,yes,no,cellular,Govt,24880.00,2
711203658,44,M,4,Doctorate,Married,NY,91750,no,yes,no,unknown,Govt,107563.00,3
711204483,59,F,2,High School,Married,FL,91750,no,yes,no,cellular,Selfemployeed,2565.00,3
711205758,46,F,4,Graduate,Married,NJ,91750,yes,yes,no,cellular,Selfemployeed,29350.00,2
711206958,39,F,2,Graduate,Married,NY,91750,no,no,no,cellular,Govt,52268.00,1
711208083,59,M,0,Graduate,Married,FL,91750,no,no,yes,cellular,Retirees,63288.00,1
711210633,46,M,2,Doctorate,Married,FL,91750,no,no,no,unknown,White-collar,110496.00,3
711213108,45,F,2,High School,Married,FL,91750,yes,no,no,cellular,White-collar,25167.00,2
711216933,46,M,2,Post-Graduate,Married,NY,91750,no,yes,no,cellular,Govt,90587.00,2
711219333,64,M,0,Unknown,Married,NY,91750,yes,no,yes,cellular,Retirees,24624.00,2
711220683,60,F,0,Doctorate,Married,NJ,91750,yes,no,no,unknown,Selfemployeed,35881.00,3
711221958,38,F,0,Unknown,Married,CA,91750,no,yes,no,cellular,Businessman,31161.00,2
711224733,38,F,4,Graduate,Single,TX,91750,no,yes,no,cellular,Selfemployeed,1250.00,2
711225933,44,F,3,Uneducated,Single,CA,91750,no,no,no,cellular,Govt,25262.00,3
711226758,57,F,3,High School,Single,NY,91750,yes,yes,no,cellular,Selfemployeed,20351.00,2
711227883,56,F,2,Graduate,Married,CA,90201,no,no,no,unknown,Businessman,223521.00,3
711231558,34,F,3,Uneducated,Single,TX,91750,no,yes,no,cellular,Retirees,18413.00,1
711232608,45,F,2,Post-Graduate,Single,CA,91750,no,no,no,cellular,White-collar,23933.00,2
711234783,55,F,3,Graduate,Married,FL,91750,no,yes,no,unknown,Selfemployeed,30898.00,2
711237633,38,F,4,Graduate,Single,CA,91750,no,yes,yes,unknown,Selfemployeed,25749.00,2
711238908,53,M,0,Graduate,Single,TX,91750,no,yes,no,unknown,Businessman,93119.00,1
711240108,44,M,3,Graduate,Married,CA,91750,no,no,no,cellular,White-collar,78822.00,2
711242058,49,F,2,Unknown,Single,CA,91750,no,no,no,cellular,Selfemployeed,1250.00,1
711243108,34,F,2,Graduate,Single,TX,91750,no,yes,no,cellular,Govt,43308.00,1
711245433,32,F,1,Graduate,Married,TX,91750,no,yes,no,unknown,Businessman,24806.00,2
711249858,49,F,3,Graduate,Single,TX,91750,no,no,yes,unknown,Selfemployeed,36309.00,3
711251133,38,F,2,Graduate,Married,FL,91750,no,yes,no,cellular,White-collar,34099.00,3
711252258,36,F,3,Graduate,Single,CA,91750,no,no,no,cellular,Selfemployeed,51831.00,3
711253383,50,F,2,Uneducated,Married,NY,91750,yes,yes,no,unknown,Govt,27610.00,2
711255858,41,F,4,Graduate,Married,CA,91750,yes,yes,no,telephone,Govt,51553.00,3
711256908,43,F,1,High School,Married,NY,91750,no,no,no,cellular,Selfemployeed,40554.00,3
711258108,43,F,2,Graduate,Married,TX,91750,no,no,no,telephone,Blue-collar,13600.00,3
711263058,37,M,2,High School,Single,NY,91750,yes,no,yes,cellular,Selfemployeed,73173.00,1
711264033,49,M,2,Unknown,Single,NJ,91750,no,yes,no,cellular,Businessman,88133.00,3
711267633,26,M,0,Graduate,Single,FL,91750,yes,no,no,cellular,Businessman,24567.00,2
711272058,55,F,1,High School,Married,NY,91750,no,yes,no,cellular,Blue-collar,53894.00,3
711274458,47,F,4,Graduate,Single,CA,91750,yes,yes,yes,cellular,White-collar,28282.00,3
711275433,52,F,3,High School,Married,FL,91750,no,no,no,cellular,Selfemployeed,20285.00,2
711276933,45,M,3,High School,Unknown,FL,91750,yes,yes,no,unknown,Blue-collar,81243.00,2
711278283,37,M,2,High School,Married,FL,91750,yes,yes,no,cellular,Govt,74771.00,3
711283008,42,F,3,Unknown,Single,FL,91750,yes,no,no,cellular,Businessman,228087.00,2
711285633,39,F,1,Graduate,Married,CA,91750,yes,yes,no,cellular,White-collar,36257.00,2
711286533,50,M,3,Graduate,Single,NJ,91750,no,no,no,cellular,White-collar,91988.00,2
711287733,36,M,2,High School,Single,MO,91750,no,no,no,cellular,White-collar,43744.00,2
711288558,56,M,4,High School,Married,FL,91750,yes,yes,no,cellular,Blue-collar,73553.00,3
711289533,35,M,2,High School,Single,NJ,91750,no,no,no,cellular,White-collar,150458.00,2
711291558,51,F,2,Doctorate,Single,TX,91750,no,yes,no,cellular,White-collar,31052.00,2
711294258,43,M,3,Unknown,Unknown,CA,91750,no,no,no,cellular,Blue-collar,78077.00,2
711296508,45,M,5,High School,Unknown,NJ,91750,no,yes,no,cellular,Selfemployeed,77929.00,2
711297483,46,F,2,Graduate,Single,TX,91750,no,no,no,cellular,Selfemployeed,14975.00,2
711298458,46,M,3,Uneducated,Married,CA,91750,no,no,no,cellular,Blue-collar,25883.00,2
711302883,42,F,3,High School,Married,NY,91750,yes,yes,no,cellular,Govt,53162.00,3
711305208,48,M,4,Post-Graduate,Unknown,CA,91750,yes,yes,no,cellular,Blue-collar,58949.00,2
711309033,32,M,0,High School,Married,UT,91750,no,yes,yes,cellular,Businessman,40057.00,3
711310908,47,F,2,Graduate,Single,NY,91750,yes,no,no,cellular,Govt,29562.00,2
711311883,42,F,2,Graduate,Married,TX,91750,no,yes,yes,cellular,Blue-collar,36149.00,2
711313158,39,M,1,Unknown,Single,NY,91750,no,yes,no,cellular,Selfemployeed,87802.00,2
711314058,46,F,3,Doctorate,Single,IL,91750,yes,no,yes,cellular,Selfemployeed,14975.00,2
711315783,43,F,3,Graduate,Single,TX,91750,yes,yes,no,unknown,Govt,22764.00,3
711318033,45,F,4,Post-Graduate,Unknown,NY,91750,no,no,no,unknown,Selfemployeed,11547.00,3
711320508,49,F,4,High School,Married,CA,91750,no,no,no,cellular,Retirees,15327.00,2
711323283,48,M,3,High School,Unknown,NY,91750,yes,no,no,telephone,Selfemployeed,32284.00,2
711325308,56,M,2,Uneducated,Married,FL,91750,no,no,no,cellular,Businessman,81802.00,2
711326583,43,F,4,Graduate,Single,CA,91750,no,yes,no,cellular,White-collar,56110.00,2
711327558,50,F,3,Graduate,Married,CA,91750,no,no,no,telephone,Selfemployeed,14975.00,2
711328458,52,M,1,Unknown,Married,CA,90025,no,no,no,cellular,White-collar,148468.00,2
711329658,39,F,3,Graduate,Single,TX,91750,no,no,no,cellular,Retirees,18595.00,3
711330408,46,F,2,High School,Single,FL,91750,no,no,no,cellular,White-collar,21221.00,3
711332883,45,M,3,Doctorate,Single,FL,91750,no,no,no,cellular,Selfemployeed,97454.00,2
711333933,52,M,0,High School,Single,NY,91750,no,yes,no,cellular,White-collar,69659.00,2
711334983,47,F,4,High School,Married,NY,91750,no,yes,no,cellular,Blue-collar,21208.00,2
711336033,52,F,3,Uneducated,Unknown,TX,91750,no,yes,no,cellular,Businessman,49717.00,3
711337158,32,M,0,Graduate,Single,FL,91750,yes,no,no,cellular,Blue-collar,77729.00,2
711338058,43,M,1,Unknown,Married,CA,91750,no,no,no,cellular,Businessman,81256.00,2
711339258,46,M,4,Graduate,Single,NY,91750,no,yes,no,cellular,Businessman,112442.00,3
711340233,55,F,2,Graduate,Single,NY,91750,yes,no,no,cellular,Blue-collar,39523.00,2
711341433,41,F,4,Graduate,Single,FL,91750,no,yes,no,cellular,Blue-collar,44776.00,2
711342483,47,M,3,High School,Married,FL,91750,yes,yes,no,cellular,Businessman,44708.00,3
711343233,46,M,2,Unknown,Married,FL,91750,no,yes,no,cellular,Govt,68355.00,2
711345258,35,M,1,Graduate,Single,VA,91750,no,no,no,cellular,Retirees,76655.00,2
711346383,65,M,1,Unknown,Single,NY,91750,no,yes,no,cellular,Govt,32633.00,2
711348033,50,F,1,Uneducated,Married,CA,90670,no,no,no,cellular,Businessman,230955.00,3
711349083,46,F,3,Graduate,Single,NJ,91750,no,no,no,cellular,White-collar,33941.00,3
711350133,53,M,4,High School,Married,FL,91750,no,yes,no,cellular,Blue-collar,89182.00,2
711351108,40,M,4,Post-Graduate,Married,NY,91750,no,no,yes,cellular,Retirees,73577.00,2
711355908,41,M,3,Graduate,Married,FL,91750,yes,no,no,cellular,White-collar,119527.00,2
711356733,47,M,1,Graduate,Married,NY,91750,no,yes,yes,cellular,Blue-collar,73475.00,3
711357858,45,F,3,High School,Married,TX,91750,no,yes,no,unknown,Selfemployeed,2565.00,2
711359058,41,M,3,Uneducated,Married,CA,91750,no,no,no,cellular,White-collar,71479.00,3
711360783,43,M,3,Graduate,Married,NY,91750,yes,no,no,cellular,Businessman,213821.00,2
711363258,57,M,2,High School,Married,AK,99504,no,no,no,cellular,Retirees,73932.00,2
711364233,41,M,5,Graduate,Married,TX,91750,no,no,no,cellular,Businessman,117221.00,3
711365133,58,M,4,Graduate,Single,CA,91750,no,yes,no,cellular,Businessman,93041.00,2
711367308,54,F,0,Graduate,Married,CA,91750,yes,no,no,cellular,White-collar,30769.00,2
711368283,47,F,3,Graduate,Single,NY,91750,no,no,no,cellular,Govt,37520.00,2
711370458,42,M,2,Doctorate,Married,CA,91750,no,no,no,cellular,Blue-collar,106317.00,3
711371208,40,M,4,Graduate,Married,NY,91750,yes,no,no,cellular,White-collar,65021.00,2
711372258,40,F,4,Graduate,Married,NY,91750,no,no,no,unknown,White-collar,33348.00,2
711374283,26,F,0,Graduate,Married,CA,91750,yes,no,no,cellular,Selfemployeed,13556.00,2
711375558,56,M,3,Unknown,Married,NJ,91750,yes,no,no,cellular,Blue-collar,67833.00,3
711377808,47,F,4,High School,Single,MA,91750,yes,no,no,cellular,Businessman,59117.00,2
711379083,52,M,3,High School,Single,CA,91750,no,yes,no,cellular,White-collar,93966.00,2
711381183,38,M,2,High School,Married,FL,91750,no,yes,no,cellular,Selfemployeed,64766.00,2
711382458,62,F,1,Unknown,Single,FL,91750,no,no,no,telephone,Govt,26459.00,3
711388458,53,M,3,High School,Single,TX,91750,no,yes,no,cellular,Govt,115217.00,2
711389358,44,F,3,Graduate,Married,CA,91750,no,yes,no,telephone,White-collar,28990.00,2
711390333,61,F,0,High School,Single,NY,91750,yes,no,yes,cellular,Govt,25784.00,2
711391308,42,M,5,High School,Married,CA,91750,no,yes,no,cellular,White-collar,69633.00,1
711392508,34,M,0,Graduate,Married,OH,91750,no,no,no,cellular,Blue-collar,66262.00,3
711393483,46,F,3,High School,Married,TX,91750,no,yes,no,cellular,Blue-collar,58265.00,1
711396483,30,M,0,Graduate,Unknown,NJ,91750,yes,yes,yes,cellular,White-collar,65755.00,2
711397533,36,F,1,Uneducated,Single,NJ,91750,no,yes,yes,cellular,Selfemployeed,37062.00,1
711398433,52,F,2,Uneducated,Married,NY,91750,no,yes,no,unknown,Businessman,236601.00,1
711399408,45,F,1,Graduate,Single,TX,91750,yes,no,no,cellular,Selfemployeed,27992.00,1
711402333,53,F,2,Graduate,Single,TX,91750,yes,yes,no,cellular,Selfemployeed,14975.00,2
711403383,63,M,1,Graduate,Unknown,NY,91750,no,yes,no,cellular,Retirees,24353.00,1
